year,accuracy,MCC,F1,window,method,training_size,test_size,train_distribution,test_distribution
1989,0.8,0.0,0.888888888888889,35,window,64,15,50.0,80.0
1990,1.0,0.0,1.0,35,window,70,8,50.0,100.0
1991,0.5416666666666666,0.0,0.7027027027027027,35,window,70,24,50.0,54.17
1992,0.6956521739130435,0.0,0.8205128205128205,35,window,92,23,50.0,69.57
1993,0.5333333333333333,0.0,0.6956521739130436,35,window,106,30,50.0,53.33
1994,0.5882352941176471,0.0,0.7407407407407407,35,window,134,34,50.0,58.82
2021,0.7777777777777778,0.4141090399200646,0.8621908127208482,30,window,1912,351,50.0,90.6
1995,0.6666666666666666,0.0,0.8,35,window,162,21,50.0,66.67
1996,0.4,-0.3490899587257618,0.5714285714285714,35,window,176,35,50.0,51.43
1997,0.5681818181818182,-0.17315416054977326,0.7246376811594204,35,window,210,44,50.0,61.36
1998,0.7368421052631579,0.04803253480868625,0.845360824742268,35,window,244,57,50.0,75.44
2022,0.7559055118110236,0.40729575311863314,0.848780487804878,30,window,1956,127,50.0,92.91
1999,0.82,0.08206099398622183,0.8988764044943819,35,window,272,50,50.0,88.0
2000,0.5583333333333333,0.22385024561495045,0.6241134751773049,35,window,284,120,50.0,75.0
2001,0.7709923664122137,0.49889507372556285,0.8255813953488372,35,window,344,131,50.0,68.7
2002,0.7515923566878981,0.26010724225219245,0.8421052631578948,35,window,426,157,50.0,78.34
2003,0.8472906403940886,0.38215443486327416,0.9116809116809117,35,window,494,203,50.0,90.64
2004,0.8660287081339713,0.4511809773897743,0.9222222222222223,35,window,530,209,50.0,88.52
2005,0.8658892128279884,0.28166780323980645,0.9253246753246753,35,window,576,343,50.0,92.13
2006,0.9020618556701031,0.3778545250290793,0.9465791940018745,35,window,628,582,50.0,93.81
2007,0.8416523235800344,0.36491760698193776,0.9089108910891088,35,window,698,581,50.0,92.43
2008,0.7905759162303665,0.29507898730092147,0.8767967145790554,35,window,786,573,50.0,93.72
2009,0.7504,0.2575188431434079,0.8485436893203885,35,window,858,625,50.0,92.48
2010,0.7513227513227513,0.2649790852322431,0.8465723612622417,35,window,952,567,50.0,89.42
2011,0.7189542483660131,0.32947281252600086,0.8159771754636235,35,window,1072,459,50.0,87.36
