year,accuracy,MCC,F1,window,batch_size,epochs,method,training_size,test_size,train_distribution,test_distribution
2007,0.7641996557659209,0.28332491425829776,0.857736240913811,10,16,20,window,496,581,50.0,92.43
2007,0.7762478485370051,0.28411552851489486,0.8662551440329217,15,16,20,window,614,581,50.0,92.43
2007,0.8123924268502581,0.25381286743121145,0.891542288557214,20,16,20,window,664,581,50.0,92.43
2007,0.8416523235800344,0.28055539993075657,0.91015625,25,16,20,window,682,581,50.0,92.43
2007,0.7934595524956971,0.2795168975792953,0.8782961460446247,30,16,20,window,688,581,50.0,92.43
2007,0.7934595524956971,0.2795168975792953,0.8782961460446247,35,16,20,window,688,581,50.0,92.43
2007,0.7934595524956971,0.2795168975792953,0.8782961460446247,40,16,20,window,688,581,50.0,92.43
2007,0.7934595524956971,0.2795168975792953,0.8782961460446247,45,16,20,window,688,581,50.0,92.43
2008,0.7713787085514834,0.12445762218791742,0.867005076142132,5,16,20,window,300,573,50.0,93.72
2008,0.8010471204188482,0.23792781379922578,0.8848484848484849,10,16,20,window,550,573,50.0,93.72
2008,0.8638743455497382,0.22732376428490333,0.9248554913294798,15,16,20,window,688,573,50.0,93.72
2008,0.8638743455497382,0.22732376428490333,0.9248554913294798,20,16,20,window,740,573,50.0,93.72
2008,0.8115183246073299,0.16154030669906183,0.8928571428571428,25,16,20,window,768,573,50.0,93.72
2008,0.7958115183246073,0.17552764264837026,0.8824120603015074,30,16,20,window,776,573,50.0,93.72
2008,0.7958115183246073,0.17552764264837026,0.8824120603015074,35,16,20,window,776,573,50.0,93.72
2008,0.7958115183246073,0.17552764264837026,0.8824120603015074,40,16,20,window,776,573,50.0,93.72
2008,0.7958115183246073,0.17552764264837026,0.8824120603015074,45,16,20,window,776,573,50.0,93.72
2009,0.6816,0.09494999836620904,0.8023833167825224,5,16,20,window,334,625,50.0,92.48
2009,0.7248,0.11574466015854698,0.833976833976834,10,16,20,window,594,625,50.0,92.48
2009,0.7664,0.20757400733152176,0.8612167300380228,15,16,20,window,732,625,50.0,92.48
2009,0.7664,0.19642581319090519,0.8614800759013284,20,16,20,window,802,625,50.0,92.48
2009,0.7888,0.1843776772371166,0.8770949720670391,25,16,20,window,836,625,50.0,92.48
2009,0.72,0.04353233946894121,0.8325358851674641,30,16,20,window,846,625,50.0,92.48
2009,0.7472,0.11099357015380307,0.8500948766603414,35,16,20,window,848,625,50.0,92.48
2009,0.7472,0.11099357015380307,0.8500948766603414,40,16,20,window,848,625,50.0,92.48
2009,0.7472,0.11099357015380307,0.8500948766603414,45,16,20,window,848,625,50.0,92.48
2010,0.7283950617283951,0.213945128666699,0.831140350877193,5,16,20,window,380,567,50.0,89.42
2010,0.7442680776014109,0.248402155613368,0.8418756815703382,10,16,20,window,676,567,50.0,89.42
2010,0.7901234567901234,0.17548058961577168,0.8771929824561403,15,16,20,window,798,567,50.0,89.42
2010,0.783068783068783,0.2552542817284291,0.870116156282999,20,16,20,window,890,567,50.0,89.42
2010,0.7848324514991182,0.23844282103820016,0.8718487394957983,25,16,20,window,926,567,50.0,89.42
2010,0.7865961199294532,0.2690065791191569,0.8722280887011615,30,16,20,window,940,567,50.0,89.42
2010,0.7883597883597884,0.23322292851953583,0.8744769874476988,35,16,20,window,942,567,50.0,89.42
2010,0.7883597883597884,0.23322292851953583,0.8744769874476988,40,16,20,window,942,567,50.0,89.42
2010,0.7883597883597884,0.23322292851953583,0.8744769874476988,45,16,20,window,942,567,50.0,89.42
2011,0.6230936819172114,0.14564926846308593,0.7444608567208272,5,16,20,window,446,459,50.0,87.36
2011,0.7407407407407407,0.2386941366586699,0.8380952380952381,10,16,20,window,736,459,50.0,87.36
2011,0.7189542483660131,0.19523926525998148,0.8230452674897121,15,16,20,window,904,459,50.0,87.36
2011,0.7407407407407407,0.17840984727037018,0.8406961178045516,20,16,20,window,1010,459,50.0,87.36
2011,0.7450980392156863,0.18336203895400913,0.8437917222963952,25,16,20,window,1044,459,50.0,87.36
2011,0.7516339869281046,0.25124096810007523,0.8459459459459461,30,16,20,window,1058,459,50.0,87.36
2011,0.6862745098039216,0.122437458992086,0.8005540166204985,35,16,20,window,1062,459,50.0,87.36
2011,0.6862745098039216,0.122437458992086,0.8005540166204985,40,16,20,window,1062,459,50.0,87.36
2011,0.6862745098039216,0.122437458992086,0.8005540166204985,45,16,20,window,1062,459,50.0,87.36
2012,0.6566265060240963,0.13072227611330076,0.772,5,16,20,window,490,332,50.0,84.34
2012,0.6626506024096386,0.27047011798209597,0.7656903765690377,10,16,20,window,770,332,50.0,84.34
2012,0.7259036144578314,0.25161940045432135,0.8233009708737863,15,16,20,window,986,332,50.0,84.34
2012,0.6927710843373494,0.1686696772473816,0.80078125,20,16,20,window,1104,332,50.0,84.34
2012,0.7439759036144579,0.2955966048977102,0.8355899419729208,25,16,20,window,1154,332,50.0,84.34
2012,0.7349397590361446,0.2516453263660822,0.8307692307692307,30,16,20,window,1172,332,50.0,84.34
2012,0.713855421686747,0.23742691469743293,0.8140900195694717,35,16,20,window,1178,332,50.0,84.34
2012,0.713855421686747,0.23742691469743293,0.8140900195694717,40,16,20,window,1178,332,50.0,84.34
2012,0.713855421686747,0.23742691469743293,0.8140900195694717,45,16,20,window,1178,332,50.0,84.34
2013,0.7484276729559748,0.3289494765428729,0.84,5,16,20,window,506,318,50.0,87.42
2013,0.660377358490566,0.26877451721071954,0.7692307692307693,10,16,20,window,806,318,50.0,87.42
2013,0.6981132075471698,0.3171653279644117,0.799163179916318,15,16,20,window,1056,318,50.0,87.42
2013,0.7515723270440252,0.2916079649794715,0.8441814595660749,20,16,20,window,1194,318,50.0,87.42
2013,0.7704402515723271,0.3683017765825603,0.8554455445544555,25,16,20,window,1246,318,50.0,87.42
2013,0.7987421383647799,0.3788474004064002,0.8764478764478765,30,16,20,window,1274,318,50.0,87.42
2013,0.7138364779874213,0.305475348442199,0.8131416837782341,35,16,20,window,1282,318,50.0,87.42
2013,0.7138364779874213,0.305475348442199,0.8131416837782341,40,16,20,window,1282,318,50.0,87.42
2013,0.7138364779874213,0.305475348442199,0.8131416837782341,45,16,20,window,1282,318,50.0,87.42
2014,0.7916666666666666,0.406367818511221,0.868421052631579,5,16,20,window,514,240,50.0,85.0
2014,0.7166666666666667,0.2970442628930023,0.8131868131868133,10,16,20,window,848,240,50.0,85.0
2014,0.6916666666666667,0.3632278402413775,0.7861271676300577,15,16,20,window,1108,240,50.0,85.0
2014,0.6833333333333333,0.32394177193585005,0.7816091954022987,20,16,20,window,1246,240,50.0,85.0
2014,0.7708333333333334,0.4216839925608933,0.8509485094850948,25,16,20,window,1316,240,50.0,85.0
2014,0.7625,0.3216661000784325,0.8496042216358839,30,16,20,window,1350,240,50.0,85.0
2014,0.7166666666666667,0.35837977540673743,0.8089887640449439,35,16,20,window,1360,240,50.0,85.0
2014,0.7833333333333333,0.48083647867143814,0.8579234972677596,40,16,20,window,1362,240,50.0,85.0
2014,0.7833333333333333,0.48083647867143814,0.8579234972677596,45,16,20,window,1362,240,50.0,85.0
2015,0.7297297297297297,0.31838752179551216,0.8235294117647058,5,16,20,window,492,222,50.0,85.59
2015,0.7117117117117117,0.2635952506027961,0.811764705882353,10,16,20,window,872,222,50.0,85.59
2015,0.6531531531531531,0.2399966392683719,0.7616099071207432,15,16,20,window,1168,222,50.0,85.59
2015,0.6711711711711712,0.2039169612043195,0.7807807807807808,20,16,20,window,1290,222,50.0,85.59
2015,0.5900900900900901,0.1297455667829819,0.711111111111111,25,16,20,window,1382,222,50.0,85.59
2015,0.7252252252252253,0.2610079357770189,0.8231884057971015,30,16,20,window,1418,222,50.0,85.59
2015,0.7972972972972973,0.40465996245963015,0.8732394366197183,35,16,20,window,1432,222,50.0,85.59
2015,0.6981981981981982,0.28427713644815195,0.7987987987987987,40,16,20,window,1434,222,50.0,85.59
2015,0.6981981981981982,0.28427713644815195,0.7987987987987987,45,16,20,window,1434,222,50.0,85.59
2016,0.7108843537414966,0.24526476061669614,0.8098434004474273,5,16,20,window,436,294,50.0,82.99
2016,0.7006802721088435,0.33469156341765,0.7934272300469484,10,16,20,window,882,294,50.0,82.99
2016,0.7074829931972789,0.2865238680983292,0.8036529680365296,15,16,20,window,1172,294,50.0,82.99
2016,0.7551020408163265,0.3672235040087934,0.8392857142857142,20,16,20,window,1340,294,50.0,82.99
2016,0.7482993197278912,0.3798220358758955,0.8325791855203619,25,16,20,window,1446,294,50.0,82.99
2016,0.7687074829931972,0.3431713399837474,0.8521739130434782,30,16,20,window,1480,294,50.0,82.99
2016,0.7448979591836735,0.34318415173743033,0.8322147651006712,35,16,20,window,1494,294,50.0,82.99
2016,0.7346938775510204,0.30829134779777523,0.8258928571428571,40,16,20,window,1498,294,50.0,82.99
2016,0.7346938775510204,0.30829134779777523,0.8258928571428571,45,16,20,window,1498,294,50.0,82.99
2017,0.804147465437788,0.36463558082908537,0.880450070323488,5,16,20,window,420,434,50.0,86.41
2017,0.7995391705069125,0.428867161898453,0.8744588744588744,10,16,20,window,910,434,50.0,86.41
2017,0.8110599078341014,0.43688325276199813,0.8828571428571428,15,16,20,window,1190,434,50.0,86.41
2017,0.7580645161290323,0.3109442386134709,0.8476052249637155,20,16,20,window,1406,434,50.0,86.41
2017,0.7972350230414746,0.3634124542821765,0.8753541076487251,25,16,20,window,1524,434,50.0,86.41
2017,0.7972350230414746,0.40809570451971877,0.8735632183908045,30,16,20,window,1574,434,50.0,86.41
2017,0.7857142857142857,0.37430670044313924,0.8661870503597123,35,16,20,window,1592,434,50.0,86.41
2017,0.8317972350230415,0.427245377087353,0.8984700973574409,40,16,20,window,1598,434,50.0,86.41
2017,0.8317972350230415,0.427245377087353,0.8984700973574409,45,16,20,window,1598,434,50.0,86.41
2018,0.7553191489361702,0.37118077903873375,0.8430034129692833,5,16,20,window,434,376,50.0,86.97
2018,0.75,0.3321002855263274,0.840677966101695,10,16,20,window,940,376,50.0,86.97
2018,0.7898936170212766,0.4140936239860313,0.8681135225375626,15,16,20,window,1240,376,50.0,86.97
2018,0.7579787234042553,0.3742886848124315,0.8449744463373083,20,16,20,window,1490,376,50.0,86.97
2018,0.7792553191489362,0.3895502204475758,0.8609715242881071,25,16,20,window,1628,376,50.0,86.97
2018,0.7686170212765957,0.31005132491871634,0.8561983471074378,30,16,20,window,1680,376,50.0,86.97
2018,0.7180851063829787,0.30817559569183833,0.8159722222222222,35,16,20,window,1708,376,50.0,86.97
2018,0.7712765957446809,0.3902841045134608,0.8547297297297297,40,16,20,window,1716,376,50.0,86.97
2018,0.7712765957446809,0.3902841045134608,0.8547297297297297,45,16,20,window,1716,376,50.0,86.97
2019,0.7291666666666666,0.24921867543564535,0.8286252354048964,5,16,20,window,452,336,50.0,87.5
2019,0.7410714285714286,0.3017598626657649,0.8355387523629489,10,16,20,window,966,336,50.0,87.5
2019,0.7113095238095238,0.2833389551937729,0.8123791102514507,15,16,20,window,1300,336,50.0,87.5
2019,0.7767857142857143,0.3312694528816193,0.8618784530386742,20,16,20,window,1560,336,50.0,87.5
2019,0.7410714285714286,0.2755428468755022,0.8367729831144465,25,16,20,window,1698,336,50.0,87.5
2019,0.7559523809523809,0.23900054644894406,0.8498168498168499,30,16,20,window,1768,336,50.0,87.5
2019,0.7589285714285714,0.3351196786323675,0.8480300187617261,35,16,20,window,1802,336,50.0,87.5
2019,0.7440476190476191,0.3437339855958778,0.83587786259542,40,16,20,window,1812,336,50.0,87.5
2019,0.7440476190476191,0.2920326913702785,0.8383458646616541,45,16,20,window,1814,336,50.0,87.5
2020,0.6386861313868614,0.23363945519692855,0.7531172069825436,5,16,20,window,464,274,50.0,87.96
2020,0.6094890510948905,0.20997760598536247,0.727735368956743,10,16,20,window,956,274,50.0,87.96
2020,0.6058394160583942,0.22389937159694534,0.7230769230769231,15,16,20,window,1336,274,50.0,87.96
2020,0.6386861313868614,0.16654461136128412,0.7579462102689487,20,16,20,window,1632,274,50.0,87.96
2020,0.6459854014598541,0.27300095967348337,0.7568922305764412,25,16,20,window,1754,274,50.0,87.96
2020,0.6642335766423357,0.2554298693998408,0.7745098039215685,30,16,20,window,1846,274,50.0,87.96
2020,0.6204379562043796,0.2689257406373586,0.7333333333333333,35,16,20,window,1882,274,50.0,87.96
2020,0.6313868613138686,0.26098767599379136,0.7443037974683545,40,16,20,window,1896,274,50.0,87.96
2020,0.6204379562043796,0.2187142789686737,0.7373737373737372,45,16,20,window,1898,274,50.0,87.96
2021,0.717948717948718,0.3234713648980757,0.819672131147541,5,16,20,window,466,351,50.0,90.6
2021,0.7663817663817664,0.2446373934113427,0.859106529209622,10,16,20,window,902,351,50.0,90.6
2021,0.717948717948718,0.2453354074460426,0.8228980322003578,15,16,20,window,1348,351,50.0,90.6
2021,0.698005698005698,0.19589784210672917,0.8093525179856115,20,16,20,window,1638,351,50.0,90.6
2021,0.7207977207977208,0.16686888595780736,0.8280701754385964,25,16,20,window,1806,351,50.0,90.6
2021,0.6638176638176638,0.23132306703841188,0.7798507462686566,30,16,20,window,1912,351,50.0,90.6
2021,0.792022792022792,0.30661828625191956,0.8756388415672913,35,16,20,window,1946,351,50.0,90.6
2021,0.7977207977207977,0.2809661773720638,0.8802698145025296,40,16,20,window,1960,351,50.0,90.6
2021,0.7150997150997151,0.28991037829690375,0.8188405797101449,45,16,20,window,1964,351,50.0,90.6
2022,0.889763779527559,0.48637753532353717,0.9380530973451328,5,16,20,window,432,127,50.0,92.91
2022,0.8740157480314961,0.2792491967600459,0.9304347826086956,10,16,20,window,852,127,50.0,92.91
2022,0.7401574803149606,0.28862787128442907,0.8405797101449275,15,16,20,window,1342,127,50.0,92.91
2022,0.7401574803149606,0.1795364802665067,0.8436018957345972,20,16,20,window,1622,127,50.0,92.91
2022,0.8031496062992126,0.29724277336777766,0.8847926267281105,25,16,20,window,1838,127,50.0,92.91
2022,0.8267716535433071,0.4345829228064779,0.898148148148148,30,16,20,window,1956,127,50.0,92.91
2022,0.7716535433070866,0.4226525135261932,0.8599033816425121,35,16,20,window,2006,127,50.0,92.91
2022,0.8110236220472441,0.4145613081379524,0.8878504672897196,40,16,20,window,2024,127,50.0,92.91
2022,0.8110236220472441,0.3614808947317459,0.888888888888889,45,16,20,window,2030,127,50.0,92.91
